direccion_original,direccion_consulta,direccion_candidatas,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,comuna_fuente,coincide_comuna,precision,estado,calidad_geo,criterio_seleccion,fecha_consulta
CONDARCO 580,CONDARCO 580,CONDARCO 580,"CONDARCO 580, CABA",-34.624623,-58.469313,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ARTIGAS,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
001C,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
VIDAL 2228,VIDAL 2228,VIDAL 2228,"VIDAL 2228, CABA",-34.563063,-58.461383,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LAVALLEJA 96,LAVALLEJA 96,LAVALLEJA 96,"LAVALLEJA 96, CABA",-34.603081,-58.437897,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
38,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
ALVAREZ JONTE 2490,ALVAREZ JONTE 2490,ALVAREZ JONTE 2490,"ALVAREZ JONTE 2490, CABA",-34.607243,-58.477162,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ARTIGAS MANUEL de 7090,ARTIGAS MANUEL DE 7090,ARTIGAS MANUEL DE 7090,"ARTIGAS MANUEL DE 7090, CABA",-34.658189,-58.511541,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
URIARTE 1128,URIARTE 1128,URIARTE 1128,"URIARTE 1128, CABA",-34.590744,-58.437042,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GONZALEZ,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
BOLIVAR 738,BOLIVAR 738,BOLIVAR 738,"BOLIVAR 738, CABA",-34.616428,-58.37308,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BALBIN,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
CHILAVERT,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"PAZ, GRAL. AV. 10632",PAZ 10632,PAZ 10632 | GENERAL PAZ 10632 | AV GENERAL PAZ 10632,"PAZ, GRAL. AV. 10632, CABA",-34.639869,-58.529004,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
AZCUENAGA 1769,AZCUENAGA 1769,AZCUENAGA 1769,"AZCUENAGA 1769, CABA",-34.588971,-58.396154,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"MORENO, JOSE MARIA AV. 561",MORENO 561,MORENO 561 | JOSE MARIA MORENO 561 | AV JOSE MARIA MORENO 561,"MORENO 561, CABA",-34.611412,-58.37424,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SALCEDO 3410,SALCEDO 3410,SALCEDO 3410,"SALCEDO 3410, CABA",-34.633443,-58.413291,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NAZARRE 3268,NAZARRE 3268,NAZARRE 3268,"NAZARRE 3268, CABA",-34.602795,-58.495501,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
DEAN FUNES 2181,DEAN FUNES 2181,DEAN FUNES 2181,"DEAN FUNES 2181, CABA",-34.636607,-58.403887,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ARTIGAS, JOSE GERVASIO, GRAL. 5412",ARTIGAS 5412,ARTIGAS 5412 | JOSE GERVASIO GENERAL ARTIGAS 5412,"ARTIGAS, JOSE GERVASIO, GRAL. 5412, CABA",-34.577843,-58.502837,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"VEGA, NICETO, Cnel. AV. 5999",VEGA 5999,VEGA 5999 | NICETO CORONEL VEGA 5999 | AV NICETO CORONEL VEGA 5999,"VEGA, NICETO, CNEL. AV. 5999, CABA",-34.58377,-58.443434,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CASEROS AV. 2431,CASEROS 2431,CASEROS 2431 | AV CASEROS 2431 | AVENIDA CASEROS 2431,"CASEROS AV. 2431, CABA",-34.635404,-58.396469,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BRUSELAS 835,BRUSELAS 835,BRUSELAS 835,"BRUSELAS 835, CABA",-34.62759,-58.523072,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"PEDRAZA, MANUELA 2311",PEDRAZA 2311,PEDRAZA 2311 | MANUELA PEDRAZA 2311,"PEDRAZA, MANUELA 2311, CABA",-34.55079,-58.465536,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ESCALADA AV. 2366,ESCALADA 2366,ESCALADA 2366 | AV ESCALADA 2366 | AVENIDA ESCALADA 2366,"ESCALADA AV. 2366, CABA",-34.65983,-58.476183,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NECOCHEA 546,NECOCHEA 546,NECOCHEA 546,"NECOCHEA 546, CABA",-34.629167,-58.362806,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ECHEVERRIA 3099,ECHEVERRIA 3099,ECHEVERRIA 3099,"ECHEVERRIA 3099, CABA",-34.566819,-58.46246,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GARCIA JUAN AGUSTIN 4196,GARCIA JUAN AGUSTIN 4196,GARCIA JUAN AGUSTIN 4196,"GARCIA, JUAN AGUSTIN 4196, CABA",-34.619026,-58.495272,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ACUÑA DE FIGUEROA FRANCISCO 736,ACUNA DE FIGUEROA FRANCISCO 736,ACUNA DE FIGUEROA FRANCISCO 736,"ACUÑA DE FIGUEROA, FRANCISCO 736, CABA",-34.602481,-58.422534,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
JUSTO JUAN B. AV. 2275,JUSTO JUAN B 2275,JUSTO JUAN B 2275 | AV JUSTO JUAN B 2275 | AVENIDA JUSTO JUAN B 2275,"JUSTO, JUAN B. AV. 2275, CABA",-34.592688,-58.441514,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SALGUERO JERONIMO 680,SALGUERO JERONIMO 680,SALGUERO JERONIMO 680,"SALGUERO, JERONIMO 680, CABA",-34.602344,-58.419431,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BONIFACIO JOSE 1677,BONIFACIO JOSE 1677,BONIFACIO JOSE 1677,"BONIFACIO, JOSE 1677, CABA",-34.629397,-58.451709,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GARAY JUAN DE AV. 1266,GARAY JUAN DE 1266,GARAY JUAN DE 1266 | AV GARAY JUAN DE 1266 | AVENIDA GARAY JUAN DE 1266,"GARAY, JUAN DE AV. 1266, CABA",-34.627066,-58.383797,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GUTIERREZ RICARDO 3187,GUTIERREZ RICARDO 3187,GUTIERREZ RICARDO 3187,"GUTIERREZ, RICARDO 3187, CABA",-34.601187,-58.495252,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CABEZON JOSE LEON 2488,CABEZON JOSE LEON 2488,CABEZON JOSE LEON 2488,"CABEZON, JOSE LEON 2488, CABA",-34.580036,-58.500439,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALBERDI JUAN BAUTISTA AV. 300,ALBERDI JUAN BAUTISTA 300,ALBERDI JUAN BAUTISTA 300 | AV ALBERDI JUAN BAUTISTA 300 | AVENIDA ALBERDI JUAN BAUTISTA 300,"ALBERDI, JUAN BAUTISTA AV. 300, CABA",-34.622823,-58.431985,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
URIBURU JOSE E. Pres. 84,URIBURU JOSE E PRES 84,URIBURU JOSE E PRES 84,"URIBURU JOSE E., PRES. 84, CABA",-34.608555,-58.397759,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PERON EVA AV. 5471,PERON EVA 5471,PERON EVA 5471 | AV PERON EVA 5471 | AVENIDA PERON EVA 5471,"PERON, EVA AV. 5471, CABA",-34.661022,-58.483835,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LUPPI ABRAHAM J. 1623,LUPPI ABRAHAM J 1623,LUPPI ABRAHAM J 1623,"LUPPI, ABRAHAM J. 1623, CABA",-34.655846,-58.42313,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALBERDI JUAN BAUTISTA AV. 5414,ALBERDI JUAN BAUTISTA 5414,ALBERDI JUAN BAUTISTA 5414 | AV ALBERDI JUAN BAUTISTA 5414 | AVENIDA ALBERDI JUAN BAUTISTA 5414,"ALBERDI, JUAN BAUTISTA AV. 5414, CABA",-34.648625,-58.49914,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CAMPOS LUIS M. AV. 1195,CAMPOS LUIS M 1195,CAMPOS LUIS M 1195 | AV CAMPOS LUIS M 1195 | AVENIDA CAMPOS LUIS M 1195,"CAMPOS, LUIS M. AV. 1195, CABA",-34.56542,-58.440155,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
VALLESE FELIPE 1101,VALLESE FELIPE 1101,VALLESE FELIPE 1101,"VALLESE, FELIPE 1101, CABA",-34.614887,-58.449998,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
JUSTO JUAN B. AV. 3974,JUSTO JUAN B 3974,JUSTO JUAN B 3974 | AV JUSTO JUAN B 3974 | AVENIDA JUSTO JUAN B 3974,"JUSTO, JUAN B. AV. 3974, CABA",-34.604325,-58.458045,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CABRERA JOSE A. 5699,CABRERA JOSE A 5699,CABRERA JOSE A 5699,"CABRERA, JOSE A. 5699, CABA",-34.585007,-58.438999,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
DE LA TORRE LISANDRO 791,DE LA TORRE LISANDRO 791,DE LA TORRE LISANDRO 791,"DE LA TORRE, LISANDRO 791, CABA",-34.64755,-58.519947,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
Mcal. 2500,MCAL 2500,MCAL 2500,"SUCRE, ANTONIO JOSE DE, MCAL. 2500, CABA",-34.564482,-58.455928,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BEIRO FRANCISCO AV. 2857,BEIRO FRANCISCO 2857,BEIRO FRANCISCO 2857 | AV BEIRO FRANCISCO 2857 | AVENIDA BEIRO FRANCISCO 2857,"BEIRO, FRANCISCO AV. 2857, CABA",-34.594685,-58.493846,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TTE. GENERAL 4139,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
Mcal. 950,MCAL 950,MCAL 950,"SUCRE, ANTONIO JOSE DE, MCAL. 950, CABA",-34.555063,-58.440049,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALBERDI JUAN BAUTISTA AV. 5277,ALBERDI JUAN BAUTISTA 5277,ALBERDI JUAN BAUTISTA 5277 | AV ALBERDI JUAN BAUTISTA 5277 | AVENIDA ALBERDI JUAN BAUTISTA 5277,"ALBERDI, JUAN BAUTISTA AV. 5277, CABA",-34.647395,-58.498068,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
VIRASORO VALENTIN 1648,VIRASORO VALENTIN 1648,VIRASORO VALENTIN 1648,"VIRASORO, VALENTIN 1648, CABA",-34.602856,-58.44812,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PACHECO DE MELO JOSE ANDRES 2401,PACHECO DE MELO JOSE ANDRES 2401,PACHECO DE MELO JOSE ANDRES 2401,"PACHECO DE MELO, JOSE ANDRES 2401, CABA",-34.588283,-58.398852,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
DE LA TORRE LISANDRO 64,DE LA TORRE LISANDRO 64,DE LA TORRE LISANDRO 64,"DE LA TORRE, LISANDRO 64, CABA",-34.639815,-58.521167,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALBERDI JUAN BAUTISTA AV. 5695,ALBERDI JUAN BAUTISTA 5695,ALBERDI JUAN BAUTISTA 5695 | AV ALBERDI JUAN BAUTISTA 5695 | AVENIDA ALBERDI JUAN BAUTISTA 5695,"ALBERDI, JUAN BAUTISTA AV. 5695, CABA",-34.650339,-58.501259,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LARRALDE CRISOLOGO AV. 1755,LARRALDE CRISOLOGO 1755,LARRALDE CRISOLOGO 1755 | AV LARRALDE CRISOLOGO 1755 | AVENIDA LARRALDE CRISOLOGO 1755,"LARRALDE, CRISOLOGO AV. 1755, CABA",-34.545799,-58.462004,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ACOSTA MARIANO AV. 96,ACOSTA MARIANO 96,ACOSTA MARIANO 96 | AV ACOSTA MARIANO 96 | AVENIDA ACOSTA MARIANO 96,"ACOSTA, MARIANO AV. 96, CABA",-34.634926,-58.481062,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ACOSTA MARIANO AV. 1362,ACOSTA MARIANO 1362,ACOSTA MARIANO 1362 | AV ACOSTA MARIANO 1362 | AVENIDA ACOSTA MARIANO 1362,"ACOSTA, MARIANO AV. 1362, CABA",-34.645334,-58.467912,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALSINA ADOLFO 1630,ALSINA ADOLFO 1630,ALSINA ADOLFO 1630,"ALSINA, ADOLFO 1630, CABA",-34.61135,-58.389407,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"CABRERA, JOSE A. 3412",CABRERA 3412,CABRERA 3412 | JOSE A CABRERA 3412,"CABRERA, JOSE A. 3412, CABA",-34.596807,-58.414489,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BRASIL 2317,BRASIL 2317,BRASIL 2317,"BRASIL 2317, CABA",-34.630347,-58.396657,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LOPE DE VEGA AV. 2502,LOPE DE VEGA 2502,LOPE DE VEGA 2502 | AV LOPE DE VEGA 2502 | AVENIDA LOPE DE VEGA 2502,"LOPE DE VEGA AV. 2502, CABA",-34.618351,-58.519493,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FOREST AV. 1269,FOREST 1269,FOREST 1269 | AV FOREST 1269 | AVENIDA FOREST 1269,"FOREST AV. 1269, CABA",-34.57725,-58.461091,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NAZCA AV. 1488,NAZCA 1488,NAZCA 1488 | AV NAZCA 1488 | AVENIDA NAZCA 1488,"NAZCA AV. 1488, CABA",-34.616741,-58.477303,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CARHUE 141,CARHUE 141,CARHUE 141,"CARHUE 141, CABA",-34.640688,-58.524996,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GUEMES 4401,GUEMES 4401,GUEMES 4401,"GUEMES 4401, CABA",-34.582719,-58.421985,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CORRIENTES AV. 4793,CORRIENTES 4793,CORRIENTES 4793 | AV CORRIENTES 4793 | AVENIDA CORRIENTES 4793,"CORRIENTES AV. 4793, CABA",-34.601666,-58.433135,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CIUDAD DE LA PAZ 1917,CIUDAD DE LA PAZ 1917,CIUDAD DE LA PAZ 1917,"CIUDAD DE LA PAZ 1917, CABA",-34.564361,-58.456119,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GRAL. 986,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
ZAÑARTU 750,ZANARTU 750,ZANARTU 750,"ZAÑARTU 750, CABA",-34.63891,-58.428466,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GONZALEZ JOAQUIN V. 5050,GONZALEZ JOAQUIN V 5050,GONZALEZ JOAQUIN V 5050,"GONZALEZ, JOAQUIN V. 5050, CABA",-34.590683,-58.516789,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
1,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
DR. AV. 4158,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
SALGUERO JERONIMO 1458,SALGUERO JERONIMO 1458,SALGUERO JERONIMO 1458,"SALGUERO, JERONIMO 1458, CABA",-34.593352,-58.418221,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CORONEL 6150,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
MONROE AV. 3402,MONROE 3402,MONROE 3402 | AV MONROE 3402 | AVENIDA MONROE 3402,"MONROE AV. 3402, CABA",-34.564476,-58.469671,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"BEIRO, FRANCISCO AV. 4336",BEIRO 4336,BEIRO 4336 | FRANCISCO BEIRO 4336 | AV FRANCISCO BEIRO 4336,"BEIRO, FRANCISCO AV. 4336, CABA",-34.605976,-58.511859,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SOLER 3290,SOLER 3290,SOLER 3290,"SOLER 3290, CABA",-34.596426,-58.41145,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PUEYRREDON AV. 899,PUEYRREDON 899,PUEYRREDON 899 | AV PUEYRREDON 899 | AVENIDA PUEYRREDON 899,"PUEYRREDON AV. 899, CABA",-34.600067,-58.404138,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FRENCH 2319,FRENCH 2319,FRENCH 2319,"FRENCH 2319, CABA",-34.591324,-58.398304,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"DIAZ, CNEL. AV. 1788",DIAZ 1788,DIAZ 1788 | CORONEL DIAZ 1788 | AV CORONEL DIAZ 1788,"DIAZ, AVELINO 1788, CABA",-34.638507,-58.444634,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
