capa,polo,polo_nombre,pieza,que,orden,calle,clave_callejero,largo_m,altura_desde,altura_hasta,tramos_unidos
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,1,FRAGATA PRES. SARMIENTO,FRAGATA PRES SARMIENTO,128.3,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,2,WARNES AV.,WARNES AV,60.1,1522-1600 / 1501-1583,1522-1600 / 1501-1583,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,3,"ARENAL, CONCEPCION",ARENAL CONCEPCION,108.3,4802-4900 / 4801-4899,4802-4900 / 4801-4899,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,4,MONTENEGRO,MONTENEGRO,56.1,152-200 / 151-199,152-200 / 151-199,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,5,GIRARDOT,GIRARDOT,76.2,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,6,LEIVA,LEIVA,108.3,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,7,DORREGO AV.,DORREGO AV,144.3,202-300 / 201-299,102-200 / 101-199,2
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,8,"BERNASCONI, MARIO",BERNASCONI MARIO,56.1,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,9,WARNES AV.,WARNES AV,64.2,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,10,ROJAS,ROJAS,56.1,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,11,PAYSANDU,PAYSANDU,64.2,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R08,Villa Crespo,4,contorno exterior,12,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,96.2,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,1,DIAGONAL 99 - CEMENTERIO CHACARITA,DIAGONAL 99 CEMENTERIO CHACARITA,40.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,2,DIAGONAL 119 - CEMENTERIO CHACARITA,DIAGONAL 119 CEMENTERIO CHACARITA,64.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,3,CALLE 73 - CEMENTERIO CHACARITA,CALLE 73 CEMENTERIO CHACARITA,80.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,4,DIAGONAL 101 - CEMENTERIO CHACARITA,DIAGONAL 101 CEMENTERIO CHACARITA,56.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,5,DIAGONAL 117 - CEMENTERIO CHACARITA,DIAGONAL 117 CEMENTERIO CHACARITA,40.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,6,CALLE 61 - CEMENTERIO CHACARITA,CALLE 61 CEMENTERIO CHACARITA,116.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,7,CALLE 6 - CEMENTERIO CHACARITA,CALLE 6 CEMENTERIO CHACARITA,104.1,s/n / s/n,s/n / s/n,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,8,CALLE 49 - CEMENTERIO CHACARITA,CALLE 49 CEMENTERIO CHACARITA,32.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,9,CALLE 33 - CEMENTERIO CHACARITA,CALLE 33 CEMENTERIO CHACARITA,40.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,10,DIAGONAL 105 - CEMENTERIO CHACARITA,DIAGONAL 105 CEMENTERIO CHACARITA,32.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,11,DIAGONAL 113 - CEMENTERIO CHACARITA,DIAGONAL 113 CEMENTERIO CHACARITA,100.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,12,CALLE 1 - CEMENTERIO CHACARITA,CALLE 1 CEMENTERIO CHACARITA,68.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,13,GUZMAN AV.,GUZMAN AV,160.1,402-700 / 401-699,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,14,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,140.1,s/n / s/n,4102-4150 / 4101-4149,3
el borde publicado hoy,R09,Chacarita,1,contorno exterior,15,TRIUNVIRATO AV.,TRIUNVIRATO AV,44.0,2302-2350 / 2301-2349,2302-2350 / 2301-2349,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,16,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,40.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,17,FOREST AV.,FOREST AV,84.0,602-680 / 601-679,602-680 / 601-679,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,18,FRAGA,FRAGA,88.0,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,19,ROSETI,ROSETI,76.0,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,20,"GARCIA, TEODORO",GARCIA TEODORO,124.1,3702-3800 / 3701-3799,3602-3700 / 3601-3699,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,21,CHARLONE,CHARLONE,164.1,602-700 / 601-699,502-600 / 501-599,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,22,OLLEROS,OLLEROS,68.0,3602-3700 / 3601-3699,3602-3700 / 3601-3699,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,23,MAURE,MAURE,68.0,3602-3700 / 3601-3699,3602-3700 / 3601-3699,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,24,CORDOBA,CORDOBA,44.0,6302-6400 / 6301-6399,6302-6400 / 6301-6399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,25,MAURE,MAURE,52.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,26,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,52.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,27,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,44.0,302-390 / 301-389,302-390 / 301-389,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,28,DELGADO,DELGADO,40.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,29,"NEWBERY, JORGE",NEWBERY JORGE,76.0,3302-3366 / 3301-3379,3302-3366 / 3301-3379,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,30,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,144.1,302-400 / 301-399,202-300 / 201-299,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,31,"DUMONT, SANTOS",DUMONT SANTOS,36.0,3202-3300 / 3201-3299,3202-3300 / 3201-3299,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,32,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,48.0,182-200 / 181-199,182-200 / 181-199,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,33,"DUMONT, SANTOS",DUMONT SANTOS,108.1,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,34,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,108.1,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,35,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,52.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,36,CORDOBA AV.,CORDOBA AV,40.0,6202-6300 / 6201-6299,6202-6300 / 6201-6299,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,37,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,192.1,3502-3600 / 3501-3599,3602-3700 / 3601-3699,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,38,ROSETI,ROSETI,32.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,39,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,84.0,3702-3800 / 3701-3799,3702-3800 / 3701-3799,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,40,FRAGA,FRAGA,32.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,41,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,372.2,3802-3900 / 3801-3899,4102-4200 / 4101-4199,3
el borde publicado hoy,R09,Chacarita,1,contorno exterior,42,GUZMAN,GUZMAN,48.0,202-400 / 201-399,202-400 / 201-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,43,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,260.1,4202-4220 / 4201-4219,4302-4400 / 4301-4399,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,44,OTERO,OTERO,60.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,45,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,40.0,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,46,ITURRI,ITURRI,84.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,47,"DUMONT, SANTOS",DUMONT SANTOS,64.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,48,CALDAS,CALDAS,76.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,49,GIRARDOT,GIRARDOT,76.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,50,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,252.1,4702-4800 / 4701-4799,4802-4900 / 4801-4899,2
el borde publicado hoy,R09,Chacarita,1,contorno exterior,51,WARNES AV.,WARNES AV,56.0,1620-1700 / 1601-1699,1620-1700 / 1601-1699,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,52,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,56.0,4802-4900 / 4801-4899,4802-4900 / 4801-4899,1
el borde publicado hoy,R09,Chacarita,1,contorno exterior,53,CALLE 2 - CEMENTERIO CHACARITA,CALLE 2 CEMENTERIO CHACARITA,92.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,1,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,104.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,2,ROJAS,ROJAS,120.1,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,3,WARNES AV.,WARNES AV,60.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,4,"BERNASCONI, MARIO",BERNASCONI MARIO,92.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,5,DORREGO AV.,DORREGO AV,48.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,6,HUAURA,HUAURA,36.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,7,DORREGO AV.,DORREGO AV,92.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,8,CALDAS,CALDAS,76.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,9,LEIVA,LEIVA,76.0,s/n / s/n,4502-4554 / 4501-4553,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,10,ITURRI,ITURRI,48.0,52-100 / 51-99,52-100 / 51-99,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,11,LEIVA,LEIVA,48.0,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,12,OTERO,OTERO,76.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,13,DORREGO AV.,DORREGO AV,428.2,502-540 / s/n,802-900 / 801-899,4
el borde publicado hoy,R09,Chacarita,2,contorno exterior,14,VILLARROEL,VILLARROEL,92.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,15,CORRIENTES AV.,CORRIENTES AV,64.0,6002-6200 / 6001-6199,6002-6200 / 6001-6199,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,16,VILLARROEL,VILLARROEL,80.0,s/n / s/n,1302-1370 / 1301-1369,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,17,VERA,VERA,60.0,1302-1350 / 1301-1349,1302-1350 / 1301-1349,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,18,HUMBOLDT,HUMBOLDT,80.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,19,"RAMIREZ DE VELASCO, JUAN",RAMIREZ DE VELASCO JUAN,72.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,20,DARWIN,DARWIN,68.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,21,VERA,VERA,60.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,22,VILLARROEL,VILLARROEL,84.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,23,CORRIENTES AV.,CORRIENTES AV,88.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,24,HUMBOLDT,HUMBOLDT,232.1,502-600 / 501-599,402-500 / 401-499,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,25,DORREGO AV.,DORREGO AV,116.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,26,FITZ ROY,FITZ ROY,52.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,27,MUÑECAS,MUNECAS,56.0,1402-1460 / 1401-1459,1402-1460 / 1401-1459,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,28,"SUSINI, ANTONIO, CNEL.",SUSINI ANTONIO CNEL,176.1,2302-2370 / 2301-2369,2222-2300 / 2233-2299,2
el borde publicado hoy,R09,Chacarita,2,contorno exterior,29,FITZ ROY,FITZ ROY,72.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,30,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,32.0,2102-2200 / 2101-2189,2102-2200 / 2101-2189,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,31,SUNCHALES,SUNCHALES,36.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,32,ROJAS,ROJAS,80.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R09,Chacarita,2,contorno exterior,33,CASAFOUST,CASAFOUST,76.0,602-660 / 601-659,662-700 / 661-699,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,1,DORREGO AV.,DORREGO AV,88.2,932-1000 / 931-999,932-1000 / 931-999,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,2,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,32.1,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,3,DORREGO AV.,DORREGO AV,368.6,1002-1100 / 1001-1099,1302-1400 / 1301-1399,4
el borde publicado hoy,R09,Chacarita,3,contorno exterior,4,CASTILLO,CASTILLO,80.1,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,5,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,76.1,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,6,LOYOLA,LOYOLA,68.1,1602-1678 / 1601-1677,1602-1678 / 1601-1677,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,7,"CARRANZA, ANGEL JUSTINIANO",CARRANZA ANGEL JUSTINIANO,72.1,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,8,AGUIRRE,AGUIRRE,168.3,1502-1600 / 1501-1599,1402-1500 / 1401-1499,2
el borde publicado hoy,R09,Chacarita,3,contorno exterior,9,FITZ ROY,FITZ ROY,64.1,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,10,"RAMIREZ DE VELASCO, JUAN",RAMIREZ DE VELASCO JUAN,40.1,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,11,FITZ ROY,FITZ ROY,60.1,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,12,VERA,VERA,84.1,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,3,contorno exterior,13,BONPLAND,BONPLAND,48.1,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,1,DELGADO,DELGADO,64.3,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,2,"GARCIA, TEODORO",GARCIA TEODORO,76.3,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,3,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,40.2,602-700 / 601-699,602-700 / 601-699,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,4,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,56.2,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,5,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,100.4,502-600 / 501-599,402-500 / 401-499,2
el borde publicado hoy,R09,Chacarita,4,contorno exterior,6,MAURE,MAURE,112.4,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,7,DELGADO,DELGADO,44.2,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,8,OLLEROS,OLLEROS,48.2,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,9,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,72.3,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,10,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,36.1,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,11,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,72.3,602-700 / 601-699,602-700 / 601-699,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,12,"GARCIA, TEODORO",GARCIA TEODORO,48.2,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R09,Chacarita,4,contorno exterior,13,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,72.3,702-776 / 701-775,702-776 / 701-775,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,1,CASTILLO,CASTILLO,84.1,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,2,"CARRANZA, ANGEL JUSTINIANO",CARRANZA ANGEL JUSTINIANO,80.1,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,3,CORDOBA AV.,CORDOBA AV,84.1,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,4,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,152.3,1302-1400 / 1301-1399,1402-1500 / 1401-1499,2
el borde publicado hoy,R09,Chacarita,5,contorno exterior,5,"VEGA, NICETO, CNEL. AV.",VEGA NICETO CNEL AV,152.3,5802-5900 / 5801-5899,5702-5800 / 5701-5799,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,6,"CARRANZA, ANGEL JUSTINIANO",CARRANZA ANGEL JUSTINIANO,52.1,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,7,CORDOBA AV.,CORDOBA AV,84.1,5702-5800 / 5701-5799,5702-5800 / 5701-5799,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,8,BONPLAND,BONPLAND,88.1,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,9,CASTILLO,CASTILLO,56.1,1422-1500 / 1421-1499,1422-1500 / 1421-1499,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,10,"CANARD, BENJAMIN, DR.",CANARD BENJAMIN DR,40.1,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,11,LOYOLA,LOYOLA,48.1,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,5,contorno exterior,12,BONPLAND,BONPLAND,92.2,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R09,Chacarita,6,contorno exterior,1,AREVALO,AREVALO,120.3,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,6,contorno exterior,2,"CABRERA, JOSE A.",CABRERA JOSE A,92.3,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde publicado hoy,R09,Chacarita,6,contorno exterior,3,AREVALO,AREVALO,96.3,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,6,contorno exterior,4,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,96.3,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R09,Chacarita,6,contorno exterior,5,"VEGA, NICETO, CNEL. AV.",VEGA NICETO CNEL AV,120.3,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,1,PUMACAHUA,PUMACAHUA,112.0,2-76 / 1-73,2-76 / 1-73,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,2,RIVADAVIA AV.,RIVADAVIA AV,100.0,6202-6300 / 6201-6299,6202-6300 / 6201-6299,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,3,"ALVAREZ, DONATO, TTE. GRAL.",ALVAREZ DONATO TTE GRAL,60.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,4,RIVADAVIA AV.,RIVADAVIA AV,108.0,6152-6200 / 6151-6199,6102-6150 / 6109-6149,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,5,MALVINAS ARGENTINAS,MALVINAS ARGENTINAS,80.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,6,"FALCON, RAMON L.,CNEL.",FALCON RAMON L CNEL,112.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,7,MIRO,MIRO,68.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,8,"FALCON, RAMON L.,CNEL.",FALCON RAMON L CNEL,72.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,9,PUAN,PUAN,36.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,10,"FALCON, RAMON L.,CNEL.",FALCON RAMON L CNEL,80.0,1362-1400 / 1361-1399,1302-1360 / 1301-1359,2
el borde publicado hoy,R10,Caballito,1,contorno exterior,11,HORTIGUERA,HORTIGUERA,64.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,12,"ALBERDI, JUAN BAUTISTA AV.",ALBERDI JUAN BAUTISTA AV,124.0,1252-1300 / 1251-1299,1202-1250 / 1201-1249,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,13,"MARTINEZ, VICTOR",MARTINEZ VICTOR,68.0,102-200 / 101-201,202-300 / 203-299,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,14,"MITRE, EMILIO",MITRE EMILIO,40.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,15,VALLE,VALLE,268.1,1002-1050 / 1001-1049,802-900 / 801-899,2
el borde publicado hoy,R10,Caballito,1,contorno exterior,16,THOMPSON,THOMPSON,32.0,452-500 / 451-499,452-500 / 451-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,17,BERTRES,BERTRES,44.0,426-500 / 425-499,426-500 / 425-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,18,SAN JOSE DE CALASANZ,SAN JOSE DE CALASANZ,36.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,19,"ALBERDI, JUAN BAUTISTA AV.",ALBERDI JUAN BAUTISTA AV,84.0,602-650 / 601-649,502-600 / 501-599,2
el borde publicado hoy,R10,Caballito,1,contorno exterior,20,"MORENO, JOSE MARIA AV.",MORENO JOSE MARIA AV,84.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,21,BEAUCHEF,BEAUCHEF,64.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,22,"CAMPOS, GASPAR",CAMPOS GASPAR,52.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,23,VIEL,VIEL,64.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,24,DOBLAS,DOBLAS,56.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R10,Caballito,1,contorno exterior,25,"ALBERDI, JUAN BAUTISTA AV.",ALBERDI JUAN BAUTISTA AV,168.1,102-200 / 101-199,2-100 / 1-99,2
