local_id,polo_id,polo_final,polo_unido,barrio,comuna
LOC005599,,,,Palermo,14.0
LOC005600,P091,P091,P091,Palermo,14.0
LOC005601,,,,Balvanera,3.0
LOC005603,,,,Parque Avellaneda,9.0
LOC005604,,,,Caballito,6.0
LOC005605,P023,P023,P023,Villa Pueyrredon,12.0
LOC005606,P053,P053,P053,Caballito,6.0
LOC005607,P037,P037,P037,Villa Del Parque,11.0
LOC005608,,,,San Cristobal,3.0
LOC005609,P046,P046,P046,Villa Urquiza,12.0
LOC005611,,,,Retiro,1.0
LOC005612,,,,Balvanera,3.0
LOC005613,P072,P072-5,P072-5,Palermo,14.0
LOC005615,P015,P015,P015,Parque Chacabuco,7.0
LOC005616,,,,Constitucion,1.0
LOC005617,P064,P064,P064,Palermo,14.0
LOC005618,P038,P038,P038,Villa Del Parque,11.0
LOC005621,,,,Almagro,5.0
LOC005622,,,,Parque Avellaneda,9.0
LOC005624,P062,P062,P062,Balvanera,3.0
LOC005625,P117,P117,P117,San Nicolas,1.0
LOC005626,P092,P092,P092,Palermo,14.0
LOC005627,,,,Caballito,6.0
LOC005628,P091,P091,P091,Palermo,14.0
LOC005629,P099,P099,P101+P099,Monserrat,1.0
LOC005630,,,,Retiro,1.0
LOC005631,P091,P091,P091,Palermo,14.0
LOC005632,,,,Recoleta,2.0
LOC005633,P068,P068,P068,Chacarita,15.0
LOC005634,P073,P073,P073,Palermo,14.0
LOC005635,P109,P109,P109,Balvanera,3.0
LOC005636,,,,Palermo,14.0
LOC005637,,,,Colegiales,13.0
LOC005638,,,,San Nicolas,1.0
LOC005639,P022,P022,P022,Saavedra,12.0
LOC005640,P050,P050,P050,Caballito,6.0
LOC005641,P017,P017,P017,Liniers,9.0
LOC005642,,,,Liniers,9.0
LOC005643,P084,P084,P084,Almagro,5.0
LOC005644,P079,P079,P079,Almagro,5.0
LOC005645,P022,P022,P022,Saavedra,12.0
LOC005646,,,,Caballito,6.0
LOC005648,,,,San Nicolas,1.0
LOC005649,,,,Nueva Pompeya,4.0
LOC005650,,,,Flores,7.0
LOC005651,,,,Villa Santa Rita,11.0
LOC005652,P078,P078,P078,Palermo,14.0
LOC005653,P091,P091,P091,Palermo,14.0
LOC005656,,,,Nueva Pompeya,4.0
LOC005657,P078,P078,P078,Palermo,14.0
LOC005658,,,,Villa Urquiza,12.0
LOC005659,,,,La Boca,4.0
LOC005661,P014,P014,P014,Parque Avellaneda,9.0
LOC005662,,,,Villa Urquiza,12.0
LOC005663,P072,P072-4,P072-4,Belgrano,13.0
LOC005664,,,,Coghlan,12.0
LOC005665,,,,Mataderos,9.0
LOC005666,P118,P118,P118,Retiro,1.0
LOC005667,P070,P070,P070,Saavedra,12.0
LOC005668,P021,P021,P021,Liniers,9.0
LOC005669,P029,P029,P029,Boedo,5.0
LOC005670,P080,P080,P080,Villa Crespo,15.0
LOC005671,,,,Villa Del Parque,11.0
LOC005672,,,,Retiro,1.0
LOC005673,P046,P046,P046,Villa Urquiza,12.0
LOC005674,P073,P073,P073,Palermo,14.0
LOC005675,P072,P072-4,P072-4,Belgrano,13.0
LOC005676,,,,Flores,7.0
LOC005677,,,,Parque Chacabuco,7.0
LOC005678,,,,Villa Real,10.0
LOC005679,,,,Boedo,5.0
LOC005680,P082,P082,P082,Almagro,5.0
LOC005682,,,,Caballito,6.0
LOC005683,P052,P052,P052,Villa Santa Rita,11.0
LOC005684,,,,Nueva Pompeya,4.0
LOC005685,,,,San Nicolas,1.0
LOC005686,P003,P003,P003,Villa Riachuelo,8.0
LOC005688,P017,P017,P017,Liniers,9.0
LOC005689,,,,Monserrat,1.0
LOC005690,P043,P043,P043,Villa Crespo,15.0
LOC005691,,,,Villa Lugano,8.0
LOC005692,P032,P032,P032,La Boca,4.0
LOC005693,P073,P073,P073,Palermo,14.0
LOC005694,P091,P091,P091,Palermo,14.0
LOC005695,P113,P113,P113,San Nicolas,1.0
LOC005696,,,,Villa Real,10.0
LOC005698,,,,Monserrat,1.0
LOC005699,P113,P113,P113,San Nicolas,1.0
LOC005700,P078,P078,P078,Palermo,14.0
LOC005701,P046,P046,P046,Villa Urquiza,12.0
LOC005702,,,,Barracas,4.0
LOC005703,P118,P118,P118,Retiro,1.0
LOC005705,,,,Barracas,4.0
LOC005706,P079,P079,P079,Almagro,5.0
LOC005707,P049,P049,P049,Caballito,6.0
LOC005709,P042,P042,P042,Floresta,10.0
LOC005710,P103,P103,P103,San Telmo,1.0
LOC005711,P076,P076,P076,Recoleta,2.0
LOC005712,,,,Villa Santa Rita,11.0
LOC005713,P100,P100,P100,San Nicolas,1.0
LOC005714,P077,P077,P077,Villa Crespo,15.0
LOC005716,,,,Barracas,4.0
LOC005717,,,,Villa Crespo,15.0
LOC005718,,,,Villa Crespo,15.0
LOC005719,,,,Almagro,5.0
LOC005720,,,,Palermo,14.0
LOC005721,,,,Recoleta,2.0
LOC005723,,,,Almagro,5.0
LOC005725,P103,P103,P103,San Telmo,1.0
LOC005727,P101,P101,P101+P099,Balvanera,3.0
LOC005728,,,,Villa Crespo,15.0
LOC005729,P100,P100,P100,San Nicolas,1.0
LOC005730,P084,P084,P084,Balvanera,3.0
LOC005731,P051,P051,P051,Constitucion,1.0
LOC005732,P101,P101,P101+P099,Balvanera,3.0
LOC005733,,,,Caballito,6.0
LOC005734,P025,,,Monte Castro,10.0
LOC005735,P093,P093,P093,Balvanera,3.0
LOC005736,P100,P100,P100,Monserrat,1.0
LOC005737,,,,Puerto Madero,1.0
LOC005738,,,,San Cristobal,3.0
LOC005739,P005,P005,P005,Villa Lugano,8.0
LOC005740,P064,P064,P064,Palermo,14.0
LOC005741,,,,San Nicolas,1.0
LOC005742,,,,San Nicolas,1.0
LOC005743,,,,Villa Crespo,15.0
LOC005744,P117,P117,P117,San Nicolas,1.0
LOC005745,P117,P117,P117,San Nicolas,1.0
LOC005746,,,,Retiro,1.0
LOC005747,P103,P103,P103,San Telmo,1.0
LOC005748,P014,P014,P014,Flores,7.0
LOC005749,P117,P117,P117,San Nicolas,1.0
LOC005751,,,,Balvanera,3.0
LOC005752,,,,Recoleta,2.0
LOC005753,P014,P014,P014,Flores,7.0
LOC005754,P072,,,Belgrano,13.0
LOC005755,,,,Recoleta,2.0
LOC005756,,,,Retiro,1.0
LOC005757,,,,Puerto Madero,1.0
LOC005758,,,,Balvanera,3.0
LOC005759,P084,P084,P084,Balvanera,3.0
LOC005760,P065,P065,P065,Palermo,14.0
LOC005761,,,,Monserrat,1.0
LOC005762,,,,Recoleta,2.0
LOC005763,P100,P100,P100,Monserrat,1.0
LOC005764,P096,P096,P096,Recoleta,2.0
LOC005765,,,,Constitucion,1.0
LOC005766,P103,P103,P103,Constitucion,1.0
LOC005767,,,,Almagro,5.0
LOC005768,,,,Palermo,14.0
LOC005769,P106,P106,P106,Recoleta,2.0
LOC005770,P042,P042,P042,Velez Sarsfield,10.0
LOC005771,P117,P117,P117,San Nicolas,1.0
LOC005772,P012,P012,P012,Mataderos,9.0
LOC005773,,,,Recoleta,2.0
LOC005774,P078,P078,P078,Palermo,14.0
LOC005776,P058,P058,P058,Flores,7.0
LOC005777,P091,P091,P091,Palermo,14.0
LOC005778,,,,Monserrat,1.0
LOC005779,,,,Palermo,14.0
LOC005780,,,,Flores,7.0
LOC005781,,,,Villa Ortuzar,15.0
LOC005782,P038,P038,P038,Villa Del Parque,11.0
LOC005783,,,,Recoleta,2.0
LOC005784,,,,Monserrat,1.0
LOC005785,,,,San Nicolas,1.0
LOC005786,P065,P065,P065,Palermo,14.0
LOC005787,,,,Chacarita,15.0
LOC005788,P076,P076,P076,Palermo,14.0
LOC005789,,,,Recoleta,2.0
LOC005791,P113,P113,P113,San Nicolas,1.0
LOC005792,P091,P091,P091,Palermo,14.0
LOC005793,P091,P091,P091,Palermo,14.0
LOC005794,,,,San Nicolas,1.0
LOC005795,P117,P117,P117,San Nicolas,1.0
LOC005796,P065,P065,P065,Palermo,14.0
LOC005797,,,,Villa Santa Rita,11.0
LOC005798,P091,P091,P091,Palermo,14.0
LOC005799,P056,P056,P056,Caballito,6.0
LOC005800,P060,P060,P060,Flores,7.0
LOC005801,,,,Barracas,4.0
LOC005802,P103,P103,P103,San Telmo,1.0
LOC005803,P091,P091,P091,Palermo,14.0
LOC005804,P094,P094,P094,Monserrat,1.0
LOC005805,P030,P030,P030,Puerto Madero,1.0
LOC005806,,,,San Telmo,1.0
LOC005807,P005,P005,P005,Villa Lugano,8.0
LOC005809,,,,San Nicolas,1.0
LOC005810,,,,Almagro,5.0
LOC005811,,,,Almagro,5.0
LOC005812,,,,Recoleta,2.0
LOC005813,,,,Balvanera,3.0
LOC005814,,,,Caballito,6.0
LOC005815,,,,Balvanera,3.0
LOC005816,P108,P108,P108,Monserrat,1.0
LOC005817,,,,Puerto Madero,1.0
LOC005818,,,,Palermo,14.0
LOC005819,P078,P078,P078,Palermo,14.0
LOC005820,,,,Recoleta,2.0
LOC005821,P078,P078,P078,Palermo,14.0
LOC005822,P078,P078,P078,Palermo,14.0
LOC005823,P005,P005,P005,Villa Lugano,8.0
LOC005824,P024,P024,P024,Nueva Pompeya,4.0
LOC005825,,,,Colegiales,13.0
LOC005826,,,,Nuñez,13.0
LOC005827,P049,P049,P049,Caballito,6.0
LOC005828,P056,P056,P056,Caballito,6.0
LOC005829,P033,P033,P033,La Boca,4.0
LOC005830,,,,Balvanera,3.0
LOC005831,P091,P091,P091,Palermo,14.0
LOC005832,,,,Saavedra,12.0
LOC005833,P091,P091,P091,Palermo,14.0
LOC005834,P038,P038,P038,Villa Devoto,11.0
LOC005835,,,,Balvanera,3.0
LOC005836,,,,San Nicolas,1.0
LOC005837,P072,,,Belgrano,13.0
LOC005838,,,,Balvanera,3.0
LOC005839,P004,P004,P004,Parque Avellaneda,9.0
LOC005840,P104,P104,P104,Recoleta,2.0
LOC005841,,,,Palermo,14.0
LOC005842,,,,La Boca,4.0
LOC005844,,,,Balvanera,3.0
LOC005845,P108,P108,P108,Monserrat,1.0
LOC005846,,,,Balvanera,3.0
LOC005847,,,,Constitucion,1.0
LOC005848,,,,Recoleta,2.0
LOC005849,,,,Balvanera,3.0
LOC005850,P078,P078,P078,Palermo,14.0
LOC005851,,,,Recoleta,2.0
LOC005852,P064,P064,P064,Palermo,14.0
LOC005853,,,,San Nicolas,1.0
LOC005854,,,,Barracas,4.0
LOC005855,P117,P117,P117,San Nicolas,1.0
LOC005856,,,,Balvanera,3.0
LOC005857,,,,Balvanera,3.0
LOC005858,,,,Villa Crespo,15.0
LOC005859,,,,Palermo,14.0
LOC005860,,,,Nuñez,13.0
LOC005861,P113,P113,P113,San Nicolas,1.0
LOC005862,P004,P004,P004,Villa Lugano,8.0
LOC005863,P006,P006,P006,Mataderos,9.0
LOC005864,,,,Villa Urquiza,12.0
LOC005865,P116,P116,P116,San Nicolas,1.0
LOC005866,P051,P051,P051,Constitucion,1.0
LOC005867,P056,P056,P056,Caballito,6.0
LOC005868,,,,Villa Ortuzar,15.0
LOC005869,,,,Almagro,5.0
LOC005870,P006,P006,P006,Mataderos,9.0
LOC005871,P068,P068,P068,Chacarita,15.0
LOC005872,,,,San Nicolas,1.0
LOC005873,P042,P042,P042,Floresta,10.0
LOC005874,,,,Balvanera,3.0
LOC005875,P022,P022,P022,Saavedra,12.0
LOC005876,,,,Balvanera,3.0
LOC005877,P103,P103,P103,San Telmo,1.0
LOC005878,P090,P090,P090+P089,Palermo,14.0
LOC005879,,,,Balvanera,3.0
LOC005880,P051,P051,P051,Constitucion,1.0
LOC005881,,,,San Nicolas,1.0
LOC005882,,,,San Nicolas,1.0
LOC005883,P116,P116,P116,San Nicolas,1.0
LOC005884,P091,P091,P091,Palermo,14.0
LOC005885,,,,Puerto Madero,1.0
LOC005886,P100,P100,P100,Monserrat,1.0
LOC005887,P113,P113,P113,Balvanera,3.0
LOC005888,,,,San Nicolas,1.0
LOC005889,,,,Palermo,14.0
LOC005890,,,,Monserrat,1.0
LOC005891,P101,P101,P101+P099,Balvanera,3.0
LOC005892,P072,,,Belgrano,13.0
LOC005893,,,,Saavedra,12.0
LOC005894,,,,Monserrat,1.0
LOC005895,P072,,,Colegiales,13.0
LOC005896,,,,Recoleta,2.0
LOC005897,,,,Palermo,14.0
LOC005898,P106,P106,P106,Recoleta,2.0
LOC005899,,,,Nuñez,13.0
LOC005900,,,,Puerto Madero,1.0
LOC005901,,,,San Nicolas,1.0
LOC005902,,,,San Nicolas,1.0
LOC005903,,,,Retiro,1.0
LOC005904,P065,P065,P065,Palermo,14.0
LOC005905,P073,P073,P073,Palermo,14.0
LOC005906,P115,P115,P115,Retiro,1.0
LOC005907,P078,P078,P078,Palermo,14.0
LOC005908,,,,Recoleta,2.0
LOC005909,P109,P109,P109,Recoleta,2.0
LOC005910,P030,P030,P030,Puerto Madero,1.0
LOC005912,P117,P117,P117,San Nicolas,1.0
LOC005913,P097,P097,P097,Recoleta,2.0
LOC005914,,,,Palermo,14.0
LOC005915,,,,Balvanera,3.0
LOC005916,P064,P064,P064,Palermo,14.0
LOC005917,P033,P033,P033,La Boca,4.0
LOC005918,P065,P065,P065,Palermo,14.0
LOC005919,P072,,,Saavedra,12.0
LOC005920,P065,P065,P065,Palermo,14.0
LOC005921,P037,P037,P037,Villa Del Parque,11.0
LOC005922,,,,Recoleta,2.0
LOC005923,,,,Constitucion,1.0
LOC005924,P073,P073,P073,Palermo,14.0
LOC005925,P051,P051,P051,Constitucion,1.0
LOC005926,,,,Balvanera,3.0
LOC005927,P042,P042,P042,Floresta,10.0
LOC005928,P057,P057,P057,Caballito,6.0
LOC005929,P058,P058,P058,Flores,7.0
LOC005930,,,,San Nicolas,1.0
LOC005931,P057,P057,P057,Almagro,5.0
LOC005932,P113,P113,P113,San Nicolas,1.0
LOC005933,,,,Saavedra,12.0
LOC005934,,,,San Nicolas,1.0
LOC005935,,,,San Nicolas,1.0
LOC005936,P072,P072-6,P072-6,Belgrano,13.0
LOC005937,,,,San Nicolas,1.0
LOC005938,P098,P098,P098,Recoleta,2.0
LOC005939,P106,P106,P106,Balvanera,3.0
LOC005940,P072,,,Belgrano,13.0
LOC005941,P098,P098,P098,Recoleta,2.0
LOC005942,P107,P107,P107,Balvanera,3.0
LOC005943,P106,P106,P106,Recoleta,2.0
LOC005944,P057,P057,P057,Caballito,6.0
LOC005945,,,,Recoleta,2.0
LOC005946,,,,Caballito,6.0
LOC005947,P066,P066,P066,Barracas,4.0
LOC005948,P056,P056,P056,Caballito,6.0
LOC005949,,,,Boedo,5.0
LOC005950,,,,Monserrat,1.0
LOC005951,P032,P032,P032,La Boca,4.0
LOC005952,,,,Villa Urquiza,12.0
LOC005953,P072,P072-5,P072-5,Colegiales,13.0
LOC005954,,,,Monserrat,1.0
LOC005955,,,,San Nicolas,1.0
LOC005956,P113,P113,P113,Balvanera,3.0
LOC005957,P116,P116,P116,San Nicolas,1.0
LOC005958,,,,Balvanera,3.0
LOC005959,P107,P107,P107,Balvanera,3.0
LOC005960,P057,P057,P057,Caballito,6.0
LOC005961,P038,P038,P038,Villa Devoto,11.0
LOC005962,,,,Villa Ortuzar,15.0
LOC005963,,,,Recoleta,2.0
LOC005964,P016,P016,P016,Villa Devoto,11.0
LOC005965,,,,Flores,7.0
LOC005966,,,,Nuñez,13.0
LOC005967,,,,Villa Crespo,15.0
LOC005968,P098,P098,P098,Recoleta,2.0
LOC005969,,,,Recoleta,2.0
LOC005970,,,,Recoleta,2.0
LOC005971,,,,Retiro,1.0
LOC005972,P043,P043,P043,Villa Gral. Mitre,11.0
LOC005973,,,,San Nicolas,1.0
LOC005974,,,,Retiro,1.0
LOC005975,P033,P033,P033,La Boca,4.0
LOC005976,P103,P103,P103,San Telmo,1.0
LOC005977,,,,San Nicolas,1.0
LOC005978,P111,P111,P111,Monserrat,1.0
LOC005979,,,,Retiro,1.0
LOC005980,,,,San Nicolas,1.0
LOC005981,P072,P072-5,P072-5,Palermo,14.0
LOC005982,,,,Palermo,14.0
LOC005983,P111,P111,P111,Monserrat,1.0
LOC005984,P049,P049,P049,Caballito,6.0
LOC005985,,,,Villa Crespo,15.0
LOC005986,P078,P078,P078,Palermo,14.0
LOC005987,P072,,,Belgrano,13.0
LOC005988,,,,Belgrano,13.0
LOC005989,P032,P032,P032,La Boca,4.0
LOC005990,P065,P065,P065,Palermo,14.0
LOC005991,,,,Villa Crespo,15.0
LOC005992,,,,Monserrat,1.0
LOC005993,,,,Velez Sarsfield,10.0
LOC005994,P100,P100,P100,Monserrat,1.0
LOC005995,P079,P079,P079,Villa Crespo,15.0
LOC005996,P045,P045,P045,Villa Ortuzar,15.0
LOC005997,P106,P106,P106,Recoleta,2.0
LOC005998,P087,P087,P087,Palermo,14.0
LOC005999,P117,P117,P117,San Nicolas,1.0
LOC006000,P072,P072-4,P072-4,Belgrano,13.0
LOC006001,P052,P052,P052,Flores,7.0
LOC006002,P053,P053,P053,Caballito,6.0
LOC006003,,,,Villa Ortuzar,15.0
LOC006004,,,,Retiro,1.0
LOC006005,P032,P032,P032,La Boca,4.0
LOC006006,,,,Palermo,14.0
LOC006007,,,,Recoleta,2.0
LOC006008,,,,Balvanera,3.0
LOC006009,P021,P021,P021,Liniers,9.0
LOC006010,P110,P110,P110,Recoleta,2.0
LOC006011,,,,Balvanera,3.0
LOC006012,,,,Recoleta,2.0
LOC006013,P103,P103,P103,San Telmo,1.0
LOC006014,P065,P065,P065,Palermo,14.0
LOC006015,,,,Balvanera,3.0
LOC006016,,,,Villa Crespo,15.0
LOC006017,,,,Balvanera,3.0
LOC006018,P003,P003,P003,Villa Riachuelo,8.0
LOC006019,P078,P078,P078,Palermo,14.0
LOC006020,P056,P056,P056,Caballito,6.0
LOC006021,P099,P099,P101+P099,Balvanera,3.0
LOC006022,,,,Balvanera,3.0
LOC006023,,,,Balvanera,3.0
LOC006024,P110,P110,P110,Recoleta,2.0
LOC006025,,,,Recoleta,2.0
LOC006026,P065,P065,P065,Palermo,14.0
LOC006027,P051,P051,P051,Constitucion,1.0
LOC006028,P051,P051,P051,Constitucion,1.0
LOC006029,,,,Nuñez,13.0
LOC006030,P100,P100,P100,Monserrat,1.0
LOC006031,P110,P110,P110,Recoleta,2.0
LOC006032,,,,Versalles,10.0
LOC006033,P116,P116,P116,San Nicolas,1.0
LOC006034,,,,Barracas,4.0
LOC006035,P012,P012,P012,Mataderos,9.0
LOC006036,,,,Villa Luro,10.0
LOC006037,,,,San Cristobal,3.0
LOC006038,P052,P052,P052,Flores,7.0
LOC006039,P072,,,Colegiales,13.0
LOC006040,P066,P066,P066,Barracas,4.0
LOC006041,,,,Velez Sarsfield,10.0
LOC006042,P072,P072-4,P072-4,Belgrano,13.0
LOC006043,,,,Flores,7.0
LOC006044,P056,P056,P056,Caballito,6.0
LOC006045,,,,San Nicolas,1.0
LOC006046,P116,P116,P116,San Nicolas,1.0
LOC006047,P025,,,Villa Luro,10.0
LOC006048,P109,P109,P109,Recoleta,2.0
LOC006049,P087,P087,P087,Palermo,14.0
LOC006051,P113,P113,P113,San Nicolas,1.0
LOC006052,,,,Retiro,1.0
LOC006053,P091,P091,P091,Palermo,14.0
LOC006054,,,,Saavedra,12.0
LOC006055,,,,Palermo,14.0
LOC006056,,,,Villa Riachuelo,8.0
LOC006057,,,,San Nicolas,1.0
LOC006058,,,,Monserrat,1.0
LOC006059,,,,Flores,7.0
LOC006060,P084,P084,P084,Balvanera,3.0
LOC006061,P078,P078,P078,Palermo,14.0
LOC006062,P098,P098,P098,Recoleta,2.0
LOC006063,,,,Palermo,14.0
LOC006064,,,,Balvanera,3.0
LOC006065,,,,Monserrat,1.0
LOC006066,,,,Balvanera,3.0
LOC006067,P014,P014,P014,Flores,7.0
LOC006068,P074,P074,P074,Villa Crespo,15.0
LOC006069,,,,Coghlan,12.0
LOC006070,P078,P078,P078,Palermo,14.0
LOC006071,P072,P072-7,P072-7,Belgrano,13.0
LOC006073,,,,San Nicolas,1.0
LOC006074,P075,P075,P075,Chacarita,15.0
LOC006075,,,,Balvanera,3.0
LOC006076,P113,P113,P113,San Nicolas,1.0
LOC006077,,,,Parque Chacabuco,7.0
LOC006078,,,,Caballito,6.0
LOC006079,P117,P117,P117,San Nicolas,1.0
LOC006080,,,,Almagro,5.0
LOC006081,P115,P115,P115,Retiro,1.0
LOC006082,,,,Retiro,1.0
LOC006083,,,,Monserrat,1.0
LOC006084,,,,San Nicolas,1.0
LOC006085,,,,Balvanera,3.0
LOC006086,P078,P078,P078,Palermo,14.0
LOC006087,P065,P065,P065,Palermo,14.0
LOC006088,,,,Villa Crespo,15.0
LOC006089,P078,P078,P078,Palermo,14.0
LOC006090,P115,P115,P115,Retiro,1.0
LOC006091,,,,Balvanera,3.0
LOC006092,P091,P091,P091,Palermo,14.0
LOC006093,,,,Palermo,14.0
LOC006094,,,,Recoleta,2.0
LOC006095,P117,P117,P117,San Nicolas,1.0
LOC006096,P115,P115,P115,Retiro,1.0
LOC006097,,,,Recoleta,2.0
LOC006098,,,,Belgrano,13.0
LOC006099,,,,San Nicolas,1.0
LOC006100,,,,Retiro,1.0
LOC006101,P107,P107,P107,Balvanera,3.0
LOC006102,P073,P073,P073,Palermo,14.0
LOC006103,,,,Recoleta,2.0
LOC006104,P021,P021,P021,Versalles,10.0
LOC006105,,,,Retiro,1.0
LOC006106,,,,Palermo,14.0
LOC006107,,,,Villa Riachuelo,8.0
LOC006108,,,,Versalles,10.0
LOC006109,,,,Recoleta,2.0
LOC006110,,,,Saavedra,12.0
LOC006111,,,,Barracas,4.0
LOC006112,,,,Monserrat,1.0
LOC006113,,,,Retiro,1.0
LOC006114,P019,P019,P019,Parque Patricios,4.0
LOC006115,P035,P035,P035,Villa Devoto,11.0
LOC006116,P116,P116,P116,San Nicolas,1.0
LOC006117,P051,P051,P051,Constitucion,1.0
LOC006118,P043,P043,P043,Caballito,6.0
LOC006119,P076,P076,P076,Palermo,14.0
LOC006120,,,,San Nicolas,1.0
LOC006121,,,,San Nicolas,1.0
LOC006122,,,,Palermo,14.0
LOC006123,,,,Villa Urquiza,12.0
LOC006124,P072,,,Colegiales,13.0
LOC006125,,,,San Telmo,1.0
LOC006126,,,,Monserrat,1.0
LOC006127,P082,P082,P082,Almagro,5.0
LOC006128,,,,Villa Urquiza,12.0
LOC006129,P063,P063,P063,Caballito,6.0
LOC006130,P043,P043,P043,Villa Crespo,15.0
LOC006131,P028,P028,P028,Villa Pueyrredon,12.0
LOC006132,P078,P078,P078,Palermo,14.0
LOC006133,P116,P116,P116,San Nicolas,1.0
LOC006134,P094,P094,P094,Monserrat,1.0
LOC006135,P012,P012,P012,Mataderos,9.0
LOC006136,,,,Palermo,14.0
LOC006137,,,,Almagro,5.0
LOC006139,P065,P065,P065,Palermo,14.0
LOC006140,P072,P072-6,P072-6,Belgrano,13.0
LOC006141,P103,P103,P103,San Telmo,1.0
LOC006142,,,,Recoleta,2.0
LOC006143,P078,P078,P078,Palermo,14.0
LOC006145,,,,Flores,7.0
LOC006146,P113,P113,P113,San Nicolas,1.0
LOC006147,P026,P026,P026,Parque Patricios,4.0
LOC006149,,,,Parque Patricios,4.0
LOC006150,,,,San Nicolas,1.0
LOC006151,P094,P094,P094,Monserrat,1.0
LOC006152,P072,,,Belgrano,13.0
LOC006153,,,,Villa Ortuzar,15.0
LOC006154,,,,San Nicolas,1.0
LOC006155,P039,P039,P039,Villa Urquiza,12.0
LOC006156,P065,P065,P065,Palermo,14.0
LOC006157,,,,Balvanera,3.0
LOC006158,,,,Monserrat,1.0
LOC006159,,,,Parque Patricios,4.0
LOC006160,,,,Balvanera,3.0
LOC006161,,,,Balvanera,3.0
LOC006162,P032,P032,P032,La Boca,4.0
LOC006163,,,,Saavedra,12.0
LOC006164,P053,P053,P053,Caballito,6.0
LOC006165,P041,P041,P041,Floresta,10.0
LOC006166,,,,Palermo,14.0
LOC006167,P004,P004,P004,Mataderos,9.0
LOC006168,,,,Barracas,4.0
LOC006169,P104,P104,P104,Recoleta,2.0
LOC006170,P056,P056,P056,Caballito,6.0
LOC006171,,,,Parque Patricios,4.0
LOC006172,,,,Versalles,10.0
LOC006173,P103,P103,P103,San Telmo,1.0
LOC006174,,,,Palermo,14.0
LOC006175,,,,Nuñez,13.0
LOC006176,,,,Villa Santa Rita,11.0
LOC006177,,,,Floresta,10.0
LOC006178,P060,P060,P060,Flores,7.0
LOC006179,P072,P072-4,P072-4,Belgrano,13.0
LOC006180,P056,P056,P056,Caballito,6.0
LOC006181,,,,Barracas,4.0
LOC006182,P032,P032,P032,La Boca,4.0
LOC006183,P006,P006,P006,Mataderos,9.0
LOC006184,,,,Retiro,1.0
LOC006185,P051,P051,P051,Constitucion,1.0
LOC006186,P100,P100,P100,Monserrat,1.0
LOC006187,P035,P035,P035,Villa Devoto,11.0
LOC006188,P045,P045,P045,Villa Ortuzar,15.0
LOC006189,P078,P078,P078,Palermo,14.0
LOC006190,P006,P006,P006,Mataderos,9.0
LOC006191,,,,Balvanera,3.0
LOC006192,P103,P103,P103,San Telmo,1.0
LOC006193,,,,Palermo,14.0
LOC006194,,,,Monserrat,1.0
LOC006195,,,,Balvanera,3.0
LOC006196,,,,La Boca,4.0
LOC006198,,,,Almagro,5.0
LOC006199,P070,P070,P070,Saavedra,12.0
LOC006200,,,,Balvanera,3.0
LOC006201,,,,Recoleta,2.0
LOC006202,P100,P100,P100,San Nicolas,1.0
LOC006203,,,,Recoleta,2.0
LOC006204,P043,P043,P043,Villa Crespo,15.0
LOC006205,P051,P051,P051,Constitucion,1.0
LOC006206,P100,P100,P100,Monserrat,1.0
LOC006207,,,,Palermo,14.0
LOC006208,,,,Flores,7.0
LOC006210,P027,P027,P027,Parque Patricios,4.0
LOC006211,P021,P021,P021,Liniers,9.0
LOC006212,P028,P028,P028,Villa Pueyrredon,12.0
LOC006213,P106,P106,P106,Recoleta,2.0
LOC006214,P042,P042,P042,Floresta,10.0
LOC006215,P018,P018-1,P018-1,Villa Devoto,11.0
LOC006216,P068,P068,P068,Chacarita,15.0
LOC006217,P097,P097,P097,Recoleta,2.0
LOC006218,P056,P056,P056,Caballito,6.0
LOC006219,,,,Parque Patricios,4.0
LOC006220,P072,,,Saavedra,12.0
LOC006221,,,,Floresta,10.0
LOC006222,P078,P078,P078,Palermo,14.0
LOC006223,,,,Parque Chacabuco,7.0
LOC006225,,,,Almagro,5.0
LOC006226,,,,Paternal,15.0
LOC006227,,,,San Nicolas,1.0
LOC006228,P072,P072-3,P072-3,Belgrano,13.0
LOC006229,,,,San Nicolas,1.0
LOC006230,P033,P033,P033,La Boca,4.0
LOC006231,,,,San Telmo,1.0
LOC006232,P116,P116,P116,San Nicolas,1.0
LOC006233,,,,San Nicolas,1.0
LOC006234,,,,Balvanera,3.0
LOC006235,,,,Barracas,4.0
LOC006236,,,,Retiro,1.0
LOC006237,,,,San Nicolas,1.0
LOC006238,,,,San Telmo,1.0
LOC006239,P008,P008,P008,Barracas,4.0
LOC006240,P103,P103,P103,San Telmo,1.0
LOC006241,P036,P036,P036,Flores,7.0
LOC006242,P034,P034,P034,Monte Castro,10.0
LOC006243,,,,Balvanera,3.0
LOC006244,,,,San Nicolas,1.0
LOC006245,P003,P003,P003,Villa Riachuelo,8.0
LOC006246,P065,P065,P065,Palermo,14.0
LOC006247,,,,Barracas,4.0
LOC006248,,,,Barracas,4.0
LOC006249,P033,P033,P033,La Boca,4.0
LOC006250,,,,San Telmo,1.0
LOC006251,P008,P008,P008,Barracas,4.0
LOC006252,P108,P108,P108,Monserrat,1.0
LOC006253,P087,P087,P087,Palermo,14.0
LOC006254,P043,P043,P043,Villa Crespo,15.0
LOC006255,,,,San Telmo,1.0
LOC006256,,,,Mataderos,9.0
