id,titulo,organismo,licencia,actualizado,recursos,formatos,tiene_coordenada,tiene_direccion,georreferenciable,palabras_gastro,palabras_local,columnas_sensibles,puntaje,columnas,url_portal
area-prioridad-peatonal,Áreas de prioridad peatonal,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2026-07-20,3,CSV GEOJSON ZIP,True,False,True,,,,6,ano | id | latitud | longitud | nombre,https://data.buenosaires.gob.ar/dataset/area-prioridad-peatonal
bocas-subte,Bocas de Subte,Subterráneos de Buenos Aires (SBASE),CC-BY-2.5-AR,2026-06-18,4,CSV GEOJSON XLSX ZIP,False,True,True,,local,,5,altura | ascensor | barrio | calle | calle2 | cierra_fin | comuna | destino_bo | dom_norma | dom_orig | escalera_m | escalera_p | estacion | id | linea | lineas_de_ | numero_de_ | objeto | observacio | rampa | salvaescal,https://data.buenosaires.gob.ar/dataset/bocas-subte
empresas-distrito-diseno,Empresas del Distrito del Diseño,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-06-18,3,CSV XLSX ZIP,True,False,True,,empresa,,5,id | lat	 | long | nombre	,https://data.buenosaires.gob.ar/dataset/empresas-distrito-diseno
habilitaciones-aprobadas,Habilitaciones Aprobadas.,Agencia Gubernamental de Control (AGC),CC-BY-2.5-AR,2026-05-21,18,CSV XLSX,False,True,True,,establecimiento habilitacion rubro,cuit razon_social telefono titular,5,calles | cod_postal_titular | codigorubro | codigosubrubro | comuna | cuits | descripcionrubro | descripcionsubrubro | domicilio | fechahabilitacion | horahabilitacion | manzana | nropartidamatriz | numeroexp | parcela | partida_matriz | partidahorizontal | razon_social | rubro | seccion | solicitud | subtipoexpediente | superficie | telefono | tipoexpediente | tipotramite | titulares | unidadfuncional,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas
mapa-oportunidades-comerciales-moc,Mapa de Oportunidades Comerciales (MOC),Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2026-06-24,13,CSV GEOJSON TXT XLSX ZIP,False,False,True,,comercio local rubro,,5,ano | ano anterior | aperturas | aperturas ano anterior | cantidad de locales | cantidad_hogares | cierres | cierres ano anterior | cuatrimestre | facturacion_prom_actual | facturacion_prom_anio_ant | facturacion_prom_rubro_menos_predominante | facturacion_prom_rubro_predominante | fecha | genero | id de zona | ind_ap_act_vs_ind_ap_anio_ant | ind_cl_act_vs_ind_cl_anio_ant | indice_apertura | indice_apertura_anio_ant | indice_cierre | indice_cierre_anio_ant | indice_crecimiento | indice_estabilidad | indice_supervivencia | moc_demografia_id | moc_rubros_id | moc_zonas_id | nivel | nivel de crecimiento | nivel de estabilidad | nivel de riesgo | nivel_locales | nivel_locales_rubro_menos_predominante | nivel_locales_rubro_predominante | nivel_riesgo | periodo | pk_genero_id | pk_rango_etario_id | pk_tiempo_id,https://data.buenosaires.gob.ar/dataset/mapa-oportunidades-comerciales-moc
alojamiento-de-repatriados-en-hoteles-covid-19,Alojamiento de repatriados en hoteles covid-19.,Ente de Turismo (ENTUR),CC-BY-2.5-AR,2025-08-20,3,CSV,True,False,True,,,,4,barrio | co_fracc | comuna | fecha | latitud | longitud | n_personas | n_vehiculos | procedencia | rango_etario | residente | sexo | tipo_vehiculo,https://data.buenosaires.gob.ar/dataset/alojamiento-de-repatriados-en-hoteles-covid-19
arroyos,Arroyos,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-07-06,3,CSV XLSX ZIP,True,False,True,,,,4,geometria | id | nombre | sentido | tipo,https://data.buenosaires.gob.ar/dataset/arroyos
bibliotecas,Bibliotecas.,Ministerio de Cultura,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,False,True,,,,4,bar | com | dir | ema | fab | fna | geometry | gna | nam | sag | tel | tip | twr | web,https://data.buenosaires.gob.ar/dataset/bibliotecas
cajeros-automaticos,Cajeros Automáticos,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-06-18,3,CSV XLSX ZIP,True,False,True,,,,4,actualizac | banco | barrio | codigo_postal | codigo_postal_argentino | comuna | dom_geo | dom_norma | dom_orig | id | latitud | longitud | red | terminales | web,https://data.buenosaires.gob.ar/dataset/cajeros-automaticos
calidad-agua,Calidad del Agua,Agencia de Protección Ambiental,CC-BY-2.5-AR,2026-06-18,3,XLSX,True,False,True,,,,4,determinacion | lat | limite de cuantificacion | long | lugar | tipo de masa | unidad | uso  ii | uso iii,https://data.buenosaires.gob.ar/dataset/calidad-agua
centros-integrales-mujer,Centros Integrales de la Mujer.,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,False,True,,,email mail telefono,4,barrio | comuna | destinatar | dirreccion | email | geometry | id | nombre | telefono | web,https://data.buenosaires.gob.ar/dataset/centros-integrales-mujer
ciclovias,Ciclovías.,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,False,True,,,,4,alt_derfin | alt_derini | alt_izqfin | alt_izqini | barrio | barrio_impar | barrio_par | bicisenda | ciclo_obse | cod_sent | codigo | com_impar | com_par | comuna | id | lado_ciclo | long | nom_mapa | nomanter | nomoficial | observa | recorrido_x | red_jerarq | red_tp | sentido | tipo_c | tooltip_bi,https://data.buenosaires.gob.ar/dataset/ciclovias
competitividad-turistica,Competitividad turística,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-01-22,2,CSV XLSX,True,False,True,,,,4,anio | euro | guarani | libra_esterlina | mes | multilateral | nuevo_shekel | peso_chileno | peso_mexicano | peso_uruguayo | real | usd,https://data.buenosaires.gob.ar/dataset/competitividad-turistica
comunas,Comunas,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2026-04-08,4,CSV JSON XLSX ZIP,True,False,True,,,,4,area | barrios | comuna | geometry | id | objeto | perimetro,https://data.buenosaires.gob.ar/dataset/comunas
conteo-ciclistas,Conteo Ciclistas,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-18,10,CSV XLSX ZIP,True,False,True,,,,4,ano | area | cantidad_ciclistas | cantidad_ciclistas	 | centroide | cruce | cruce	 | mes | pb | punto_cruce | punto_referencia | recorrido | recorrido	 | score | status | tipo | tipo_relevamiento	 | turno | x | x_coo | y | y_coo,https://data.buenosaires.gob.ar/dataset/conteo-ciclistas
cuencas,Cuencas,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-07-28,4,CSV JSON XLSX ZIP,True,False,True,,,,4,geometry | id | nombre,https://data.buenosaires.gob.ar/dataset/cuencas
codigo-urbanistico,Código Urbanístico,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-06-24,9,CSV GEOJSON PDF XLSX ZIP,False,True,True,,,,4, | ae | alicuota | anac | apertura | barrio | catalogado | causa_fot | ci_digital | comuna | dist_1_esp | dist_1_grp | dist_2_esp | dist_2_grp | dist_3_esp | dist_3_grp | dist_4_esp | dist_4_grp | dist_cpu_1 | dist_cpu_2 | dist_cpu_3 | dist_cpu_4 | ensanche | fot_1 | fot_2 | fot_3 | incid_uva | lep | rh | rivolta | seccion | sm | smp1 | tipo_mza | uni_edif_1 | uni_edif_2 | uni_edif_3 | uni_edif_4 | uso_1 | uso_2,https://data.buenosaires.gob.ar/dataset/codigo-urbanistico
delitos,Delitos,Ministerio de Justicia y Seguridad,Creative Commons Attribution,2026-06-22,43,CSV PDF XLSX,True,False,True,,,,4,anio | ano | barrio | cantidad | cantidad_registrada | comuna | dia | fecha | formato | franja | franja_horaria | franja_horaria	 | id-mapa | id-mapa	 | id_mapa | lat | latitud | long | longitud | mes | subtipo | subtipo_delito | tipo | tipo_delito | uso_arma | uso_moto,https://data.buenosaires.gob.ar/dataset/delitos
departamentos-comisarias-comunales,Departamentos de Comisarías Comunales,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2025-10-21,4,CSV JSON XLSX ZIP,True,False,True,,,,4,comuna | geometry | id | nombre | objeto,https://data.buenosaires.gob.ar/dataset/departamentos-comisarias-comunales
distritos-escolares,Distritos Escolares.,Ministerio de Educación,CC-BY-2.5-AR,2026-07-03,6,CSV JSON PDF XLSX ZIP,True,False,True,,,,4,area | id | nombre | objeto | perimetro | perimetro	 | romano | wkt,https://data.buenosaires.gob.ar/dataset/distritos-escolares
divisiones-comisarias-vecinales,Divisiones comisarías vecinales,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2026-07-06,4,CSV JSON XLSX ZIP,True,False,True,,,,4,comuna | division | geometry | id_area | nombre,https://data.buenosaires.gob.ar/dataset/divisiones-comisarias-vecinales
elevacion-terreno,Elevación terreno,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-06-23,3,CSV XLSX ZIP,True,False,True,,,,4,capa | color | cota | elevacion | entidad | espesor | geometria | identificador | longitud,https://data.buenosaires.gob.ar/dataset/elevacion-terreno
empresas-audiovisuales,Empresas Audiovisuales,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-06-22,3,CSV XLSX ZIP,False,True,True,,empresa rubro,mail telefono,4,altura | barrio | calle | codigo_postal | codigo_postal_argentino | codigo_postal_argentino	 | comuna | cruce | e_mail | id | nombre | piso_dpto | piso_dpto	 | rubro | telefono | web,https://data.buenosaires.gob.ar/dataset/empresas-audiovisuales
encuesta-centros-atencion-turistica-cat,Encuesta en Centros de Atención Turística (CAT),Ente de Turismo (ENTUR),CC-BY-2.5-AR,2026-07-22,16,CSV XLSX,False,False,False,feria,empresa,,4,aclaracion | argentino | aviso | calculo | caseid | default | discapacidad | discapacidad-discapacidad | duration | empresa | end | endtime | etiqueta | etiqueta de la variable | extranjero | filtro | id | info | info_9999 | info_accesibilidad | info_agencias | info_alojamiento | info_alrededores | info_atractivos | info_bancos | info_bicicletas | info_bus | info_compras | info_espacios_verdes | info_eventos | info_ferias | info_gastro | info_info_arg | info_info_uru | info_instalaciones | info_mapas | info_museos | info_organismos | info_orientacion | info_pax_transito,https://data.buenosaires.gob.ar/dataset/encuesta-centros-atencion-turistica-cat
estadios,Estadios,Vicejefatura de Gobierno,CC-BY-2.5-AR,2026-06-18,4,CSV JSON XLSX ZIP,True,False,True,,,email mail,4,aso | bar | com | dir | email | fab | fna | geometry | gna | id | ins | nam | sag | tel | twr | web,https://data.buenosaires.gob.ar/dataset/estadios
estudio-urbano,Estudio Urbano,Ministerio de Cultura,CC-BY-2.5-AR,2026-06-23,2,CSV XLSX,True,False,True,,,,4,arancel | barrio | becados | ciclo | codigo postal | codigo postal argentino | comuna | cupo | dia de la semana | docente a cargo | fecha de finalizacion | fecha de inicio | horario de cursada | inscriptos | latitud | longitud | nombre del curso | periodo | sede,https://data.buenosaires.gob.ar/dataset/estudio-urbano
estudio-observacional-factores-riesgo-vial,Estudios Observacionales de Factores de Riesgo Vial,Secretaría de Transporte y Obras Públicas,Creative Commons Attribution,2026-06-23,5,CSV XLSX,True,False,True,,,,4,antiguedad | campo | cantidad_ocupantes | casco_cond | casco_pasajero | cinturon_acompanante | cinturon_conductor | cinturon_pasajero_atras_1 | cinturon_pasajero_atras_2 | cinturon_pasajero_atras_3 | descripcion | detalle | dia_habil | fecha_fin | fecha_inicial | hora_fin | hora_inicial | norden | observaciones | pasajero | pasajero_acompanante | pasajero_adelante_adic | pasajero_atras_1 | pasajero_atras_2 | pasajero_atras_3 | pasajero_atras_adic | patente_mercosur | proteccion_total | punto_observacion | sexo | sexo_pasajero | sri_acompanante | sri_pasajero_atras_1 | sri_pasajero_atras_2 | sri_pasajero_atras_3 | tiene_patente | tipo | tipo_distraccion | tipo_vehiculo | turno,https://data.buenosaires.gob.ar/dataset/estudio-observacional-factores-riesgo-vial
fabric-rep-instal-mant-inst-fijas-contra-incendios,"Fabricantes, Reparadores, Instaladores y Mantenedores de Instalaciones Fijas contra Incendios.",Agencia Gubernamental de Control (AGC),CC-BY-2.5-AR,2026-07-03,2,CSV XLSX,False,True,True,,local rubro,razon_social telefono,4,c.p. | disposicion | domicilio | localidad | n | nombre_fantasia | razon_social | rubro | telefono,https://data.buenosaires.gob.ar/dataset/fabric-rep-instal-mant-inst-fijas-contra-incendios
flujo-vehicular-anillo-digital,Flujo Vehicular,Secretaría de Transporte y Obras Públicas,Creative Commons Attribution,2025-06-30,2,CSV XLSX,True,False,True,,,,4,cantidad | codigo_locacion | fecha y hora | lat | long | sentido,https://data.buenosaires.gob.ar/dataset/flujo-vehicular-anillo-digital
informacion-censal-por-radio,Información Censal por Radio,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,7,CSV JSON XLSX ZIP,True,False,True,,,,4,area | area_km2 | bar | barrio | barrio91 | calif | ce | cgp | co_frac_ra | codloc | comuna | depto | frac | fraccion | geometry | h_con_nbi | h_sin_nbi | hogares | hogares_nbi | id | mujeres | perimeter | pob_hog | pob_tot | poblacion | prov | radio | radio_id | t_hogar | t_mujer | t_varon | t_vivienda | total_pob | v_colectiv | v_particul | varones | viviendas,https://data.buenosaires.gob.ar/dataset/informacion-censal-por-radio
lotba,Juego Ilegal en línea – Sitios web bloqueados,Ministerio de Hacienda y Finanzas,Creative Commons Attribution,2026-02-18,2,CSV XLSX,True,False,True,,,,4,canal | fecha | plataforma/activo reportado,https://data.buenosaires.gob.ar/dataset/lotba
manzanas,Manzanas,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-07-07,4,CSV JSON XLSX ZIP,True,False,True,,,,4,geometry | id | nombre | sm,https://data.buenosaires.gob.ar/dataset/manzanas
peajes-porticos-autopistas,Peajes y pórticos de autopistas,Autopistas Urbanas (AUSA),CC-BY-2.5-AR,2026-06-22,2,CSV XLSX,True,False,True,,,,4,autopista | descripcion_peaje | id_peaje | lat | long | pkm,https://data.buenosaires.gob.ar/dataset/peajes-porticos-autopistas
perimetro,Perímetro,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2026-04-08,4,CSV JSON XLSX ZIP,True,False,True,,,,4,area | geometry | perimetro,https://data.buenosaires.gob.ar/dataset/perimetro
protocolizacion-vida-publica,Protocolización de la vida pública,Ministerio de Espacio Público e Higiene Urbana,CC-BY-2.5-AR,2025-07-28,2,CSV,True,False,True,,,,4,centros comerciales barriales peatonales | horarios | intervenciones sobre veredas | wkt,https://data.buenosaires.gob.ar/dataset/protocolizacion-vida-publica
puntos-de-acceso-a-la-ciudad,Puntos de acceso a la Ciudad habilitados por COVID-19,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2025-07-28,4,CSV JSON XLSX ZIP,True,False,True,,,,4,nombre | nombre	 | tipo_habil	 | x | y,https://data.buenosaires.gob.ar/dataset/puntos-de-acceso-a-la-ciudad
registro-fabricantes-reparadores-recargadores-extintores,"Registro de Fabricantes, Reparadores y Recargadores de Extintores.",Agencia Gubernamental de Control (AGC),CC-BY-2.5-AR,2026-07-03,2,CSV XLSX,False,True,True,,empresa local,razon_social telefono,4,actividad | codigo_postal | codigo_postal	 | disposicion | disposicion	 | domicilio | localidad | nombre_fantasia | numero | razon_social | telefono,https://data.buenosaires.gob.ar/dataset/registro-fabricantes-reparadores-recargadores-extintores
rivolta,Rivolta,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2024-11-04,4,CSV GEOJSON XLSX ZIP,False,True,True,,,,4,altura_fin | altura_ini | fuente | id | smp,https://data.buenosaires.gob.ar/dataset/rivolta
secciones,Secciones,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-06-24,4,CSV JSON XLSX ZIP,True,False,True,,,,4,geometry | id | rot_sec | rot_sec	 | seccion | seccion_ | superficie,https://data.buenosaires.gob.ar/dataset/secciones
semaforos,Semáforos,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2025-07-28,2,CSV XLSX,True,False,True,,,,4, | lat | long | tipo,https://data.buenosaires.gob.ar/dataset/semaforos
senderos-escolares,Senderos Escolares,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,False,True,,,,4,comuna | geometry | id | km | nombre,https://data.buenosaires.gob.ar/dataset/senderos-escolares
sitios-posibles-anegamiento,Sitios Posibles de Anegamiento,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2026-07-06,12,CSV XLSX ZIP,True,False,True,,,,4,afectacion | geometry | sector,https://data.buenosaires.gob.ar/dataset/sitios-posibles-anegamiento
superficie-edificable-en-planta,Superficie Edificable en Planta,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2024-11-04,4,CSV GEOJSON XLSX ZIP,False,True,True,,,,4,altura_fin | altura_ini | edificabil | fuente | id | smp | superficie | tipo,https://data.buenosaires.gob.ar/dataset/superficie-edificable-en-planta
viajes-etapas-transporte-publico,Viajes y etapas en transporte público del Área Metropolitana de Buenos Aires 2019 a 2024.,Secretaría de Transporte y Obras Públicas,Creative Commons Attribution,2026-06-30,16,CSV PDF XLSX,True,False,True,,,,4,cantidad_etapas | codpcia | dato | departamento | departamento_d | departamento_o | etapas_colectivo | etapas_incompletas | etapas_subte | etapas_tren | factor_expansion | hora | id_etapa | id_tarjeta | id_viaje | lat_d | lat_o | linea | lines | link_departamento | lon_d | lon_o | modo | provincia | tipo de dato | viaje_incompleto,https://data.buenosaires.gob.ar/dataset/viajes-etapas-transporte-publico
vigiladores-locales-bailables,Vigiladores de Locales Bailables,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2025-06-30,8,CSV XLSX,False,False,False,bailable,local,apellido documento razon_social,4,apellido | documento | local_bailable | nombre | periodo | razon_social | vigencia,https://data.buenosaires.gob.ar/dataset/vigiladores-locales-bailables
area-edificable-volumen,Área edificable: volumen,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2024-11-21,4,CSV GEOJSON XLSX ZIP,False,True,True,,,,4,altura_fin | altura_ini | edificabil | fuente | id | smp | tipo,https://data.buenosaires.gob.ar/dataset/area-edificable-volumen
